Gene_ID,GO_ID,GO_Term,Ontology
Ca_16036,GO:0005524,ATP binding,MF
Ca_16036,GO:0005871,kinesin complex,CC
Ca_16036,GO:0007018,microtubule-based movement,BP
Ca_16036,GO:0008017,microtubule binding,MF
Ca_16037,GO:0055085,transmembrane transport,BP
Ca_16038,GO:0003682,chromatin binding,MF
Ca_16038,GO:0005634,nucleus,CC
Ca_16038,GO:0006351,DNA-templated transcription,BP
Ca_16038,GO:0008270,zinc ion binding,MF
Ca_16039,GO:0008152,metabolic process,BP
Ca_16039,GO:0016787,hydrolase activity,MF
Ca_16040,GO:0004357,glutamate-cysteine ligase activity,MF
Ca_16040,GO:0006750,glutathione biosynthetic process,BP
Ca_16040,GO:0042398,modified amino acid biosynthetic process,BP
Ca_16041,GO:0003924,GTPase activity,MF
Ca_16041,GO:0005200,structural constituent of cytoskeleton,MF
Ca_16041,GO:0005525,GTP binding,MF
Ca_16041,GO:0005874,microtubule,CC
Ca_16041,GO:0007017,microtubule-based process,BP
Ca_16041,GO:0051258,protein polymerization,BP
Ca_16042,GO:0004672,protein kinase activity,MF
Ca_16042,GO:0005515,protein binding,MF
Ca_16042,GO:0005524,ATP binding,MF
Ca_16042,GO:0006468,protein phosphorylation,BP
Ca_16042,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16044,GO:0004602,glutathione peroxidase activity,MF
Ca_16044,GO:0006979,response to oxidative stress,BP
Ca_16045,GO:0004602,glutathione peroxidase activity,MF
Ca_16045,GO:0006979,response to oxidative stress,BP
Ca_16046,GO:0005515,protein binding,MF
Ca_16047,GO:0005515,protein binding,MF
Ca_16047,GO:0006520,amino acid metabolic process,BP
Ca_16047,GO:0030170,pyridoxal phosphate binding,MF
Ca_16048,GO:0003779,actin binding,MF
Ca_16048,GO:0005622,intracellular anatomical structure,CC
Ca_16048,GO:0015629,actin cytoskeleton,CC
Ca_16048,GO:0030042,actin filament depolymerization,BP
Ca_16050,GO:0004672,protein kinase activity,MF
Ca_16050,GO:0005524,ATP binding,MF
Ca_16050,GO:0006468,protein phosphorylation,BP
Ca_16050,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16054,GO:0008270,zinc ion binding,MF
Ca_16055,GO:0003723,RNA binding,MF
Ca_16057,GO:0003676,nucleic acid binding,MF
Ca_16057,GO:0004386,helicase activity,MF
Ca_16057,GO:0005524,ATP binding,MF
Ca_16060,GO:0003677,DNA binding,MF
Ca_16060,GO:0005634,nucleus,CC
Ca_16063,GO:0003824,catalytic activity,MF
Ca_16063,GO:0003978,UDP-glucose 4-epimerase activity,MF
Ca_16063,GO:0005975,carbohydrate metabolic process,BP
Ca_16063,GO:0006012,galactose metabolic process,BP
Ca_16063,GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",MF
Ca_16064,GO:0008375,acetylglucosaminyltransferase activity,MF
Ca_16064,GO:0016020,membrane,CC
Ca_16065,GO:0005515,protein binding,MF
Ca_16065,GO:0030554,adenyl nucleotide binding,MF
Ca_16070,GO:0003677,DNA binding,MF
Ca_16070,GO:0005634,nucleus,CC
Ca_16071,GO:0003824,catalytic activity,MF
Ca_16073,GO:0030001,metal ion transport,BP
Ca_16073,GO:0046872,metal ion binding,MF
Ca_16074,GO:0030001,metal ion transport,BP
Ca_16074,GO:0046872,metal ion binding,MF
Ca_16077,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",BP
Ca_16077,GO:0008152,metabolic process,BP
Ca_16077,GO:0016491,oxidoreductase activity,MF
Ca_16077,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16078,GO:0008152,metabolic process,BP
Ca_16078,GO:0016491,oxidoreductase activity,MF
Ca_16080,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Ca_16082,GO:0005524,ATP binding,MF
Ca_16083,GO:0005515,protein binding,MF
Ca_16087,GO:0003677,DNA binding,MF
Ca_16087,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16089,GO:0004672,protein kinase activity,MF
Ca_16089,GO:0004674,protein serine/threonine kinase activity,MF
Ca_16089,GO:0005524,ATP binding,MF
Ca_16089,GO:0006468,protein phosphorylation,BP
Ca_16089,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16091,GO:0005515,protein binding,MF
Ca_16092,GO:0008373,sialyltransferase activity,MF
Ca_16093,GO:0046983,protein dimerization activity,MF
Ca_16094,GO:0003723,RNA binding,MF
Ca_16094,GO:0006396,RNA processing,BP
Ca_16094,GO:0016779,nucleotidyltransferase activity,MF
Ca_16096,GO:0006633,fatty acid biosynthetic process,BP
Ca_16097,GO:0004185,serine-type carboxypeptidase activity,MF
Ca_16097,GO:0006508,proteolysis,BP
Ca_16098,GO:0004725,protein tyrosine phosphatase activity,MF
Ca_16098,GO:0006470,protein dephosphorylation,BP
Ca_16098,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,MF
Ca_16098,GO:0016311,dephosphorylation,BP
Ca_16098,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16098,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF
Ca_16098,GO:0016791,phosphatase activity,MF
Ca_16099,GO:0000166,nucleotide binding,MF
Ca_16099,GO:0005515,protein binding,MF
Ca_16099,GO:0005524,ATP binding,MF
Ca_16099,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_16099,GO:0019538,protein metabolic process,BP
Ca_16101,GO:0003677,DNA binding,MF
Ca_16101,GO:0005634,nucleus,CC
Ca_16101,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16101,GO:0009725,response to hormone,BP
Ca_16101,GO:0046983,protein dimerization activity,MF
Ca_16102,GO:0005515,protein binding,MF
Ca_16102,GO:0005737,cytoplasm,CC
Ca_16102,GO:0008270,zinc ion binding,MF
Ca_16103,GO:0005047,signal recognition particle binding,MF
Ca_16103,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting",CC
Ca_16103,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,BP
Ca_16103,GO:0008312,7S RNA binding,MF
Ca_16103,GO:0030942,endoplasmic reticulum signal peptide binding,MF
Ca_16104,GO:0015995,chlorophyll biosynthetic process,BP
Ca_16104,GO:0046406,magnesium protoporphyrin IX methyltransferase activity,MF
Ca_16105,GO:0003677,DNA binding,MF
Ca_16105,GO:0003682,chromatin binding,MF
Ca_16106,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",MF
Ca_16107,GO:0005509,calcium ion binding,MF
Ca_16107,GO:0005515,protein binding,MF
Ca_16107,GO:0005783,endoplasmic reticulum,CC
Ca_16107,GO:0006457,protein folding,BP
Ca_16107,GO:0051082,unfolded protein binding,MF
Ca_16109,GO:0005515,protein binding,MF
Ca_16110,GO:0005509,calcium ion binding,MF
Ca_16110,GO:0055085,transmembrane transport,BP
Ca_16111,GO:0008152,metabolic process,BP
Ca_16111,GO:0016491,oxidoreductase activity,MF
Ca_16115,GO:0003824,catalytic activity,MF
Ca_16115,GO:0004801,transaldolase activity,MF
Ca_16115,GO:0005737,cytoplasm,CC
Ca_16115,GO:0005975,carbohydrate metabolic process,BP
Ca_16115,GO:0006098,pentose-phosphate shunt,BP
Ca_16118,GO:0004325,ferrochelatase activity,MF
Ca_16118,GO:0006783,heme biosynthetic process,BP
Ca_16122,GO:0005515,protein binding,MF
Ca_16123,GO:0000166,nucleotide binding,MF
Ca_16123,GO:0003676,nucleic acid binding,MF
Ca_16126,GO:0004601,peroxidase activity,MF
Ca_16126,GO:0005509,calcium ion binding,MF
Ca_16126,GO:0016020,membrane,CC
Ca_16126,GO:0016491,oxidoreductase activity,MF
Ca_16126,GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",MF
Ca_16128,GO:0003676,nucleic acid binding,MF
Ca_16128,GO:0005515,protein binding,MF
Ca_16128,GO:0005634,nucleus,CC
Ca_16128,GO:0006281,DNA repair,BP
Ca_16128,GO:0008081,phosphoric diester hydrolase activity,MF
Ca_16128,GO:0008270,zinc ion binding,MF
Ca_16128,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",MF
Ca_16131,GO:0004672,protein kinase activity,MF
Ca_16131,GO:0004674,protein serine/threonine kinase activity,MF
Ca_16131,GO:0005509,calcium ion binding,MF
Ca_16131,GO:0005524,ATP binding,MF
Ca_16131,GO:0006468,protein phosphorylation,BP
Ca_16131,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16132,GO:0005515,protein binding,MF
Ca_16132,GO:0008270,zinc ion binding,MF
Ca_16132,GO:0046872,metal ion binding,MF
Ca_16133,GO:0003677,DNA binding,MF
Ca_16133,GO:0003682,chromatin binding,MF
Ca_16134,GO:0006952,defense response,BP
Ca_16135,GO:0006952,defense response,BP
Ca_16136,GO:0006952,defense response,BP
Ca_16137,GO:0006952,defense response,BP
Ca_16138,GO:0006952,defense response,BP
Ca_16139,GO:0006952,defense response,BP
Ca_16140,GO:0006810,transport,BP
Ca_16142,GO:0004672,protein kinase activity,MF
Ca_16142,GO:0004674,protein serine/threonine kinase activity,MF
Ca_16142,GO:0005524,ATP binding,MF
Ca_16142,GO:0006468,protein phosphorylation,BP
Ca_16142,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16143,GO:0004325,ferrochelatase activity,MF
Ca_16143,GO:0006783,heme biosynthetic process,BP
Ca_16145,GO:0008270,zinc ion binding,MF
Ca_16145,GO:0016491,oxidoreductase activity,MF
Ca_16145,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Ca_16147,GO:0005524,ATP binding,MF
Ca_16147,GO:0016308,1-phosphatidylinositol-4-phosphate 5-kinase activity,MF
Ca_16147,GO:0046488,phosphatidylinositol metabolic process,BP
Ca_16148,GO:0005515,protein binding,MF
Ca_16152,GO:0015095,magnesium ion transmembrane transporter activity,MF
Ca_16152,GO:0015693,magnesium ion transport,BP
Ca_16152,GO:0016020,membrane,CC
Ca_16153,GO:0008519,ammonium channel activity,MF
Ca_16153,GO:0016020,membrane,CC
Ca_16153,GO:0072488,ammonium transmembrane transport,BP
Ca_16154,GO:0004672,protein kinase activity,MF
Ca_16154,GO:0004674,protein serine/threonine kinase activity,MF
Ca_16154,GO:0005524,ATP binding,MF
Ca_16154,GO:0006468,protein phosphorylation,BP
Ca_16154,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16157,GO:0003951,NAD+ kinase activity,MF
Ca_16157,GO:0004143,ATP-dependent diacylglycerol kinase activity,MF
Ca_16157,GO:0008152,metabolic process,BP
Ca_16157,GO:0035556,intracellular signal transduction,BP
Ca_16158,GO:0015095,magnesium ion transmembrane transporter activity,MF
Ca_16158,GO:0015693,magnesium ion transport,BP
Ca_16159,GO:0015095,magnesium ion transmembrane transporter activity,MF
Ca_16159,GO:0015693,magnesium ion transport,BP
Ca_16164,GO:0005515,protein binding,MF
Ca_16164,GO:0030554,adenyl nucleotide binding,MF
Ca_16166,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",MF
Ca_16167,GO:0016491,oxidoreductase activity,MF
Ca_16167,GO:0050660,flavin adenine dinucleotide binding,MF
Ca_16168,GO:0006351,DNA-templated transcription,BP
Ca_16168,GO:0043565,sequence-specific DNA binding,MF
Ca_16170,GO:0008270,zinc ion binding,MF
Ca_16171,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,MF
Ca_16171,GO:0006081,aldehyde metabolic process,BP
Ca_16171,GO:0008152,metabolic process,BP
Ca_16171,GO:0016491,oxidoreductase activity,MF
Ca_16171,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",MF
Ca_16172,GO:0004190,aspartic-type endopeptidase activity,MF
Ca_16172,GO:0006508,proteolysis,BP
Ca_16173,GO:0003677,DNA binding,MF
Ca_16173,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16180,GO:0004806,triacylglycerol lipase activity,MF
Ca_16180,GO:0006629,lipid metabolic process,BP
Ca_16181,GO:0003676,nucleic acid binding,MF
Ca_16181,GO:0003677,DNA binding,MF
Ca_16181,GO:0004386,helicase activity,MF
Ca_16181,GO:0005524,ATP binding,MF
Ca_16183,GO:0016491,oxidoreductase activity,MF
Ca_16183,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,MF
Ca_16184,GO:0016491,oxidoreductase activity,MF
Ca_16184,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,MF
Ca_16185,GO:0003677,DNA binding,MF
Ca_16185,GO:0005622,intracellular anatomical structure,CC
Ca_16185,GO:0005634,nucleus,CC
Ca_16185,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16185,GO:0043565,sequence-specific DNA binding,MF
Ca_16185,GO:0046982,protein heterodimerization activity,MF
Ca_16186,GO:0008168,methyltransferase activity,MF
Ca_16189,GO:0000166,nucleotide binding,MF
Ca_16189,GO:0005524,ATP binding,MF
Ca_16189,GO:0016020,membrane,CC
Ca_16189,GO:0016887,ATP hydrolysis activity,MF
Ca_16189,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_16191,GO:0003677,DNA binding,MF
Ca_16191,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16192,GO:0006812,monoatomic cation transport,BP
Ca_16192,GO:0055085,transmembrane transport,BP
Ca_16193,GO:0003735,structural constituent of ribosome,MF
Ca_16193,GO:0005622,intracellular anatomical structure,CC
Ca_16193,GO:0005840,ribosome,CC
Ca_16193,GO:0006412,translation,BP
Ca_16194,GO:0005515,protein binding,MF
Ca_16195,GO:0003924,GTPase activity,MF
Ca_16195,GO:0005525,GTP binding,MF
Ca_16195,GO:0005622,intracellular anatomical structure,CC
Ca_16195,GO:0006886,intracellular protein transport,BP
Ca_16195,GO:0006913,nucleocytoplasmic transport,BP
Ca_16195,GO:0007165,signal transduction,BP
Ca_16195,GO:0007264,small GTPase-mediated signal transduction,BP
Ca_16195,GO:0015031,protein transport,BP
Ca_16195,GO:0016020,membrane,CC
Ca_16196,GO:0004672,protein kinase activity,MF
Ca_16196,GO:0005524,ATP binding,MF
Ca_16196,GO:0006468,protein phosphorylation,BP
Ca_16196,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16197,GO:0003723,RNA binding,MF
Ca_16197,GO:0003735,structural constituent of ribosome,MF
Ca_16197,GO:0005840,ribosome,CC
Ca_16197,GO:0006412,translation,BP
Ca_16199,GO:0000148,"1,3-beta-D-glucan synthase complex",CC
Ca_16199,GO:0003843,"1,3-beta-D-glucan synthase activity",MF
Ca_16199,GO:0006075,(1->3)-beta-D-glucan biosynthetic process,BP
Ca_16199,GO:0016020,membrane,CC
Ca_16201,GO:0003677,DNA binding,MF
Ca_16201,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16202,GO:0004430,1-phosphatidylinositol 4-kinase activity,MF
Ca_16202,GO:0005488,binding,MF
Ca_16202,GO:0006661,phosphatidylinositol biosynthetic process,BP
Ca_16202,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16202,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF
Ca_16202,GO:0046854,phosphatidylinositol phosphate biosynthetic process,BP
Ca_16202,GO:0048015,phosphatidylinositol-mediated signaling,BP
Ca_16204,GO:0003824,catalytic activity,MF
Ca_16204,GO:0008152,metabolic process,BP
Ca_16204,GO:0030170,pyridoxal phosphate binding,MF
Ca_16205,GO:0003824,catalytic activity,MF
Ca_16205,GO:0008152,metabolic process,BP
Ca_16205,GO:0030170,pyridoxal phosphate binding,MF
Ca_16206,GO:0005515,protein binding,MF
Ca_16208,GO:0046983,protein dimerization activity,MF
Ca_16209,GO:0046872,metal ion binding,MF
Ca_16210,GO:0004857,enzyme inhibitor activity,MF
Ca_16210,GO:0005618,cell wall,CC
Ca_16210,GO:0030599,pectinesterase activity,MF
Ca_16210,GO:0042545,cell wall modification,BP
Ca_16213,GO:0005737,cytoplasm,CC
Ca_16213,GO:0006221,pyrimidine nucleotide biosynthetic process,BP
Ca_16213,GO:0033862,UMP kinase activity,MF
Ca_16214,GO:0005515,protein binding,MF
Ca_16215,GO:0000151,ubiquitin ligase complex,CC
Ca_16215,GO:0004842,ubiquitin-protein transferase activity,MF
Ca_16215,GO:0005488,binding,MF
Ca_16215,GO:0016567,protein ubiquitination,BP
Ca_16216,GO:0003735,structural constituent of ribosome,MF
Ca_16216,GO:0005840,ribosome,CC
Ca_16216,GO:0006412,translation,BP
Ca_16217,GO:0000086,G2/M transition of mitotic cell cycle,BP
Ca_16217,GO:0005515,protein binding,MF
Ca_16217,GO:0009934,regulation of meristem structural organization,BP
Ca_16218,GO:0004672,protein kinase activity,MF
Ca_16218,GO:0004674,protein serine/threonine kinase activity,MF
Ca_16218,GO:0005524,ATP binding,MF
Ca_16218,GO:0006468,protein phosphorylation,BP
Ca_16218,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16219,GO:0003677,DNA binding,MF
Ca_16219,GO:0003682,chromatin binding,MF
Ca_16222,GO:0000166,nucleotide binding,MF
Ca_16222,GO:0003824,catalytic activity,MF
Ca_16222,GO:0003899,DNA-directed RNA polymerase activity,MF
Ca_16222,GO:0006351,DNA-templated transcription,BP
Ca_16223,GO:0003824,catalytic activity,MF
Ca_16223,GO:0030170,pyridoxal phosphate binding,MF
Ca_16224,GO:0005515,protein binding,MF
Ca_16224,GO:0008270,zinc ion binding,MF
Ca_16225,GO:0005515,protein binding,MF
Ca_16225,GO:0008270,zinc ion binding,MF
Ca_16226,GO:0005515,protein binding,MF
Ca_16226,GO:0008270,zinc ion binding,MF
Ca_16227,GO:0000786,nucleosome,CC
Ca_16227,GO:0003677,DNA binding,MF
Ca_16227,GO:0006334,nucleosome assembly,BP
Ca_16227,GO:0046982,protein heterodimerization activity,MF
Ca_16229,GO:0005198,structural molecule activity,MF
Ca_16229,GO:0009507,chloroplast,CC
Ca_16231,GO:0016020,membrane,CC
Ca_16232,GO:0008270,zinc ion binding,MF
Ca_16232,GO:0016491,oxidoreductase activity,MF
Ca_16232,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Ca_16233,GO:0005515,protein binding,MF
Ca_16234,GO:0005515,protein binding,MF
Ca_16234,GO:0008270,zinc ion binding,MF
Ca_16234,GO:0016020,membrane,CC
Ca_16234,GO:0016760,cellulose synthase (UDP-forming) activity,MF
Ca_16234,GO:0030244,cellulose biosynthetic process,BP
Ca_16236,GO:0000166,nucleotide binding,MF
Ca_16236,GO:0003676,nucleic acid binding,MF
Ca_16236,GO:0003723,RNA binding,MF
Ca_16236,GO:0005634,nucleus,CC
Ca_16236,GO:0006397,mRNA processing,BP
Ca_16237,GO:0006260,DNA replication,BP
Ca_16238,GO:0003677,DNA binding,MF
Ca_16238,GO:0003700,DNA-binding transcription factor activity,MF
Ca_16238,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16239,GO:0005515,protein binding,MF
Ca_16240,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Ca_16243,GO:0003677,DNA binding,MF
Ca_16243,GO:0004518,nuclease activity,MF
Ca_16244,GO:0004672,protein kinase activity,MF
Ca_16244,GO:0004674,protein serine/threonine kinase activity,MF
Ca_16244,GO:0005524,ATP binding,MF
Ca_16244,GO:0006468,protein phosphorylation,BP
Ca_16244,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_16249,GO:0003824,catalytic activity,MF
Ca_16249,GO:0033926,endo-alpha-N-acetylgalactosaminidase activity,MF
Ca_16250,GO:0003700,DNA-binding transcription factor activity,MF
Ca_16250,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16250,GO:0043565,sequence-specific DNA binding,MF
Ca_16252,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Ca_16252,GO:0005975,carbohydrate metabolic process,BP
Ca_16252,GO:0055085,transmembrane transport,BP
Ca_16253,GO:0008080,N-acetyltransferase activity,MF
Ca_16256,GO:0005198,structural molecule activity,MF
Ca_16256,GO:0016226,iron-sulfur cluster assembly,BP
Ca_16256,GO:0051536,iron-sulfur cluster binding,MF
Ca_16257,GO:0003924,GTPase activity,MF
Ca_16257,GO:0005525,GTP binding,MF
Ca_16257,GO:0005622,intracellular anatomical structure,CC
Ca_16257,GO:0006886,intracellular protein transport,BP
Ca_16257,GO:0006913,nucleocytoplasmic transport,BP
Ca_16257,GO:0007165,signal transduction,BP
Ca_16257,GO:0007264,small GTPase-mediated signal transduction,BP
Ca_16257,GO:0015031,protein transport,BP
Ca_16257,GO:0016020,membrane,CC
Ca_16258,GO:0003700,DNA-binding transcription factor activity,MF
Ca_16258,GO:0006355,regulation of DNA-templated transcription,BP
Ca_16258,GO:0043565,sequence-specific DNA binding,MF
Ca_16259,GO:0005525,GTP binding,MF
Ca_16259,GO:0007264,small GTPase-mediated signal transduction,BP
Ca_16259,GO:0015031,protein transport,BP
Ca_16260,GO:0003735,structural constituent of ribosome,MF
Ca_16260,GO:0005622,intracellular anatomical structure,CC
Ca_16260,GO:0005840,ribosome,CC
Ca_16260,GO:0006412,translation,BP
Ca_16263,GO:0003735,structural constituent of ribosome,MF
Ca_16263,GO:0005622,intracellular anatomical structure,CC
Ca_16263,GO:0005840,ribosome,CC
Ca_16263,GO:0006412,translation,BP
Ca_16265,GO:0003824,catalytic activity,MF
Ca_16265,GO:0005975,carbohydrate metabolic process,BP
